"CodeID","ParameterID","Description","icons"
"?_ToneProm-10","ToneProm-10","?",
"UNCODED_ToneProm-10","ToneProm-10","UNCODED",
"ERROR_ToneProm-10","ToneProm-10","ERROR",
"2_ToneProm-11","ToneProm-11","2","#000080"
"3_ToneProm-11","ToneProm-11","3","#002f9f"
"4_ToneProm-11","ToneProm-11","4","#005fbf"
"6_ToneProm-11","ToneProm-11","6","#008fdf"
"8_ToneProm-11","ToneProm-11","8","#00bfff"
"NA_ToneProm-11","ToneProm-11","NA",
"?_ToneProm-11","ToneProm-11","?",
"UNCODED_ToneProm-11","ToneProm-11","UNCODED",
"ERROR_ToneProm-11","ToneProm-11","ERROR",
"2_ToneProm-11a","ToneProm-11a","2","#0d6fd1"
"more-than-2_ToneProm-11a","ToneProm-11a","more than 2","#e03a3a"
"NA_ToneProm-11a","ToneProm-11a","NA",
"?_ToneProm-11a","ToneProm-11a","?",
"UNCODED_ToneProm-11a","ToneProm-11a","UNCODED",
"ERROR_ToneProm-11a","ToneProm-11a","ERROR",
"up-to-3_ToneProm-11b","ToneProm-11b","up to 3","#e03a3a"
"more-than-3_ToneProm-11b","ToneProm-11b","more than 3","#0d6fd1"
"NA_ToneProm-11b","ToneProm-11b","NA",
"?_ToneProm-11b","ToneProm-11b","?",
"UNCODED_ToneProm-11b","ToneProm-11b","UNCODED",
"ERROR_ToneProm-11b","ToneProm-11b","ERROR",
"up-to-4_ToneProm-11c","ToneProm-11c","up to 4","#e03a3a"
"more-than-4_ToneProm-11c","ToneProm-11c","more than 4","#0d6fd1"
"NA_ToneProm-11c","ToneProm-11c","NA",
"?_ToneProm-11c","ToneProm-11c","?",
"UNCODED_ToneProm-11c","ToneProm-11c","UNCODED",
"ERROR_ToneProm-11c","ToneProm-11c","ERROR",
"yes_ToneProm-12","ToneProm-12","yes","#e03a3a"
"no_ToneProm-12","ToneProm-12","no","#b3b3b3"
"NA_ToneProm-12","ToneProm-12","NA",
"?_ToneProm-12","ToneProm-12","?",
"UNCODED_ToneProm-12","ToneProm-12","UNCODED",
"ERROR_ToneProm-12","ToneProm-12","ERROR",
"yes_VelUv-01","VelUv-01","yes","#e03a3a"
"no_VelUv-01","VelUv-01","no","#b3b3b3"
"?_VelUv-01","VelUv-01","?",
"UNCODED_VelUv-01","VelUv-01","UNCODED",
"ERROR_VelUv-01","VelUv-01","ERROR",
"yes_VelUv-01a","VelUv-01a","yes","#e03a3a"
"no_VelUv-01a","VelUv-01a","no","#b3b3b3"
"?_VelUv-01a","VelUv-01a","?",
"UNCODED_VelUv-01a","VelUv-01a","UNCODED",
"ERROR_VelUv-01a","VelUv-01a","ERROR",
"yes_VelUv-02","VelUv-02","yes","#e03a3a"
"no_VelUv-02","VelUv-02","no","#b3b3b3"
"?_VelUv-02","VelUv-02","?",
"UNCODED_VelUv-02","VelUv-02","UNCODED",
"ERROR_VelUv-02","VelUv-02","ERROR",
"yes_VelUv-02a","VelUv-02a","yes","#e03a3a"
"no_VelUv-02a","VelUv-02a","no","#b3b3b3"
"NA_VelUv-02a","VelUv-02a","NA",
"?_VelUv-02a","VelUv-02a","?",
"UNCODED_VelUv-02a","VelUv-02a","UNCODED",
"ERROR_VelUv-02a","VelUv-02a","ERROR",
"no-dominant-order_WO-01","WO-01","no dominant order","#2671d1"
"svo_WO-01","WO-01","svo","#55ff0d"
"sov_WO-01","WO-01","sov","#e73daf"
"vso_WO-01","WO-01","vso","#e49dfb"
"ovs_WO-01","WO-01","ovs","#f5cd1c"
"osv_WO-01","WO-01","osv","#e33b3d"
"vos_WO-01","WO-01","vos","#16ddff"
"v-first_WO-01","WO-01","v-first","#cf0dff"
"v-last_WO-01","WO-01","v-last","#fdaba8"
"s-last_WO-01","WO-01","s-last","#16a581"
"other_WO-01","WO-01","other","#5a4063"
"?_WO-01","WO-01","?",
"UNCODED_WO-01","WO-01","UNCODED",
"ERROR_WO-01","WO-01","ERROR",
"yes_WO-01a","WO-01a","yes","#e03a3a"
"no_WO-01a","WO-01a","no","#b3b3b3"
"?_WO-01a","WO-01a","?",
"UNCODED_WO-01a","WO-01a","UNCODED",
"ERROR_WO-01a","WO-01a","ERROR",
"NA_WO-01b","WO-01b","NA",
"S>V_WO-01b","WO-01b","S>V","#0d6fd1"
"V>S_WO-01b","WO-01b","V>S","#e03a3a"
"?_WO-01b","WO-01b","?",
"UNCODED_WO-01b","WO-01b","UNCODED",
"ERROR_WO-01b","WO-01b","ERROR",
"NA_WO-01c","WO-01c","NA",
"S>O_WO-01c","WO-01c","S>O","#e03a3a"
"O>S_WO-01c","WO-01c","O>S","#0d6fd1"
"?_WO-01c","WO-01c","?",
"UNCODED_WO-01c","WO-01c","UNCODED",
"ERROR_WO-01c","WO-01c","ERROR",
"NA_WO-01d","WO-01d","NA",
"V>O_WO-01d","WO-01d","V>O","#e03a3a"
"O>V_WO-01d","WO-01d","O>V","#0d6fd1"
"?_WO-01d","WO-01d","?",
"UNCODED_WO-01d","WO-01d","UNCODED",
"ERROR_WO-01d","WO-01d","ERROR",
"no-dominant-order_WO-01e","WO-01e","no dominant order","#0d6fd1"
"s-first_WO-01e","WO-01e","s-first","#462255"
"v-first_WO-01e","WO-01e","v-first","#f0c808"
"o-first_WO-01e","WO-01e","o-first","#e03a3a"
"?_WO-01e","WO-01e","?",
"UNCODED_WO-01e","WO-01e","UNCODED",
"ERROR_WO-01e","WO-01e","ERROR",
"NA_WO-01f","WO-01f","NA",
"svo_WO-01f","WO-01f","svo","#e03a3a"
"sov_WO-01f","WO-01f","sov","#0d6fd1"
"?_WO-01f","WO-01f","?",
"UNCODED_WO-01f","WO-01f","UNCODED",
"ERROR_WO-01f","WO-01f","ERROR",
"NA_WO-01g","WO-01g","NA",
"vso_WO-01g","WO-01g","vso","#e03a3a"
"vos_WO-01g","WO-01g","vos","#0d6fd1"
"?_WO-01g","WO-01g","?",
"UNCODED_WO-01g","WO-01g","UNCODED",
"ERROR_WO-01g","WO-01g","ERROR",
"NA_WO-01h","WO-01h","NA",
"ovs_WO-01h","WO-01h","ovs","#e03a3a"
"osv_WO-01h","WO-01h","osv","#0d6fd1"
"?_WO-01h","WO-01h","?",
"UNCODED_WO-01h","WO-01h","UNCODED",
"ERROR_WO-01h","WO-01h","ERROR",
"attr-n_WO-02","WO-02","attr-n","#0d6fd1"
"n-attr_WO-02","WO-02","n-attr","#e03a3a"
"no-dominant-order_WO-02","WO-02","no dominant order","#462255"
"NA_WO-02","WO-02","NA",
"?_WO-02","WO-02","?",
"UNCODED_WO-02","WO-02","UNCODED",
"ERROR_WO-02","WO-02","ERROR",
"pssr-pssd_WO-03","WO-03","pssr-pssd","#462255"
"pssd-pssr_WO-03","WO-03","pssd-pssr","#e03a3a"
"no-dominant-order_WO-03","WO-03","no dominant order","#0d6fd1"
"NA_WO-03","WO-03","NA",
"?_WO-03","WO-03","?",
"UNCODED_WO-03","WO-03","UNCODED",
"ERROR_WO-03","WO-03","ERROR",
